video_id,movie_title,movie_caption,movie_synopsis,question_id,question,correct_answer,option_0,option_1,option_2,option_3,option_4,video_path
jmzY3KAkhNc,RED LIGHT,A man tries to convince a prostitute to run away with him. But all is not as it seems.,"
Kelly works for Leon as a sex worker, where she receives customers in a room illuminated by the characteristic red light of their neighborhood. Leon occasionally treats Kelly nicely, buying her presents for her birthday, and he promises that their work arrangement is temporary, as they're saving up money for a brighter, better future.

But when her regular client Ben arrives for his usual appointment that week -- he pays, but he never has sex with her -- he has a proposition. He's moving, and he wants Kelly to run away with him. He promises her stability and safety, and an escape from an increasingly sordid life with Leon.
",jmzY3KAkhNc_06,What proposition does Ben make to Kelly?,1,Ben asks Kelly to join him in a business venture outside the city.,Ben proposes that Kelly run away with him.,Ben offers to introduce Kelly to a counselor to help her start anew.,Ben proposes marriage to provide Kelly with a legal status change and protection.,Ben suggests that Kelly should start a new career and offers to fund her education.,https://www.youtube.com/watch?v=jmzY3KAkhNc
jmzY3KAkhNc,RED LIGHT,A man tries to convince a prostitute to run away with him. But all is not as it seems.,"
Kelly works for Leon as a sex worker, where she receives customers in a room illuminated by the characteristic red light of their neighborhood. Leon occasionally treats Kelly nicely, buying her presents for her birthday, and he promises that their work arrangement is temporary, as they're saving up money for a brighter, better future.

But when her regular client Ben arrives for his usual appointment that week -- he pays, but he never has sex with her -- he has a proposition. He's moving, and he wants Kelly to run away with him. He promises her stability and safety, and an escape from an increasingly sordid life with Leon.
",jmzY3KAkhNc_07,What is the goal of Ben?,2,He wants to help Kelly.,He wants to help Kelly escape from Leon's control.,He wants to make sure Kelly won’t run away.,He wants to make Kelly work for him.,He wants to protect Kelly from danger.,https://www.youtube.com/watch?v=jmzY3KAkhNc
jmzY3KAkhNc,RED LIGHT,A man tries to convince a prostitute to run away with him. But all is not as it seems.,"
Kelly works for Leon as a sex worker, where she receives customers in a room illuminated by the characteristic red light of their neighborhood. Leon occasionally treats Kelly nicely, buying her presents for her birthday, and he promises that their work arrangement is temporary, as they're saving up money for a brighter, better future.

But when her regular client Ben arrives for his usual appointment that week -- he pays, but he never has sex with her -- he has a proposition. He's moving, and he wants Kelly to run away with him. He promises her stability and safety, and an escape from an increasingly sordid life with Leon.
",jmzY3KAkhNc_08,What is the goal of Ben?,0,He wants to make sure Kelly won’t run away.,He wants to make Kelly work for him.,He wants to help Kelly.,He wants to help Kelly escape from Leon's control.,He wants to protect Kelly from danger.,https://www.youtube.com/watch?v=jmzY3KAkhNc
EvfffIIJ0d0,ONLY IN DREAMS,A man attends the wedding of his ex-girlfriend. Then he's inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.,"
Jacob attends the wedding of his ex-girlfriend Amber, well after he and Amber decided to ""just friends."" But as he drifts through the reception, dealing with awkward conversations, he is inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.

Soon these dreams begin to mix in memories of his past romance with Amber, destabilizing him and putting him face-to-face with his regret. But eventually Jacob must untangle his past memories and present fantasies in order to finally speak his truth -- and move forward into his future with a new sense of honesty.
",EvfffIIJ0d0_01,Who is the main character?,4,Daniel,Michael,Alex,Ethan,Jacob,https://www.youtube.com/watch?v=EvfffIIJ0d0
EvfffIIJ0d0,ONLY IN DREAMS,A man attends the wedding of his ex-girlfriend. Then he's inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.,"
Jacob attends the wedding of his ex-girlfriend Amber, well after he and Amber decided to ""just friends."" But as he drifts through the reception, dealing with awkward conversations, he is inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.

Soon these dreams begin to mix in memories of his past romance with Amber, destabilizing him and putting him face-to-face with his regret. But eventually Jacob must untangle his past memories and present fantasies in order to finally speak his truth -- and move forward into his future with a new sense of honesty.
",EvfffIIJ0d0_02,What event does Jacob attend in the movie?,2,The retirement celebration of his father,The birthday party of his niece,The wedding of his ex-girlfriend,The graduation ceremony of his brother,The engagement party of his best friend,https://www.youtube.com/watch?v=EvfffIIJ0d0
EvfffIIJ0d0,ONLY IN DREAMS,A man attends the wedding of his ex-girlfriend. Then he's inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.,"
Jacob attends the wedding of his ex-girlfriend Amber, well after he and Amber decided to ""just friends."" But as he drifts through the reception, dealing with awkward conversations, he is inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.

Soon these dreams begin to mix in memories of his past romance with Amber, destabilizing him and putting him face-to-face with his regret. But eventually Jacob must untangle his past memories and present fantasies in order to finally speak his truth -- and move forward into his future with a new sense of honesty.
",EvfffIIJ0d0_03,What unusual experiences does Jacob have during the reception?,4,He feels an intense déjà vu with every interaction,He hears voices,He experiences time loops where the same moments repeat,He sees doppelgängers of himself among the guests,He has visions,https://www.youtube.com/watch?v=EvfffIIJ0d0
EvfffIIJ0d0,ONLY IN DREAMS,A man attends the wedding of his ex-girlfriend. Then he's inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.,"
Jacob attends the wedding of his ex-girlfriend Amber, well after he and Amber decided to ""just friends."" But as he drifts through the reception, dealing with awkward conversations, he is inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.

Soon these dreams begin to mix in memories of his past romance with Amber, destabilizing him and putting him face-to-face with his regret. But eventually Jacob must untangle his past memories and present fantasies in order to finally speak his truth -- and move forward into his future with a new sense of honesty.
",EvfffIIJ0d0_04,What is the relationship between Jacob and Amber?,2,They are distant cousins,They are co-workers,They are friends,They are in a relationship,They don’t know each other,https://www.youtube.com/watch?v=EvfffIIJ0d0
EvfffIIJ0d0,ONLY IN DREAMS,A man attends the wedding of his ex-girlfriend. Then he's inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.,"
Jacob attends the wedding of his ex-girlfriend Amber, well after he and Amber decided to ""just friends."" But as he drifts through the reception, dealing with awkward conversations, he is inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.

Soon these dreams begin to mix in memories of his past romance with Amber, destabilizing him and putting him face-to-face with his regret. But eventually Jacob must untangle his past memories and present fantasies in order to finally speak his truth -- and move forward into his future with a new sense of honesty.
",EvfffIIJ0d0_05,What kind of memories does Jacob deal with?,3,Memories of his childhood adventures,Flashbacks to his college days,Recollections of his travels around the world,Memories of his past romance,Memories of a family member he recently lost,https://www.youtube.com/watch?v=EvfffIIJ0d0
EvfffIIJ0d0,ONLY IN DREAMS,A man attends the wedding of his ex-girlfriend. Then he's inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.,"
Jacob attends the wedding of his ex-girlfriend Amber, well after he and Amber decided to ""just friends."" But as he drifts through the reception, dealing with awkward conversations, he is inundated with strange visions that leads to outbursts and threaten to overwhelm his reality.

Soon these dreams begin to mix in memories of his past romance with Amber, destabilizing him and putting him face-to-face with his regret. But eventually Jacob must untangle his past memories and present fantasies in order to finally speak his truth -- and move forward into his future with a new sense of honesty.
",EvfffIIJ0d0_06,What kind of memories does Jacob deal with?,1,Flashbacks to his college days,Memories of his past romance,Memories of a family member he recently lost,Recollections of his travels around the world,Memories of his childhood adventures,https://www.youtube.com/watch?v=EvfffIIJ0d0
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_01,What is the main setting of the movie 'Moonlight Dreams'?,0,"A village in rural West Bengal, India.","A small town in Kerala, India.","A remote hamlet in Punjab, India.","A bustling city in Maharashtra, India.","An urban neighborhood in Kolkata, India.",https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_02,What major life event is Tara facing at the beginning of the movie?,2,Tara is gearing up for a competitive sports event.,Tara is preparing to move abroad for education.,Tara is set to marry a much older man soon.,Tara is about to graduate from high school.,Tara is planning to start her own business.,https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_03,Why is Tara's mother unable to help her avoid the marriage?,1,Tara's mother believes the marriage will benefit Tara.,Tara's mother is too overwhelmed by poverty.,Tara's mother supports the tradition of arranged marriage.,Tara's mother is not present in her life.,Tara's mother is ill and unable to intervene.,https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_04,Who arrives in the village on the eve of Tara's wedding?,3,Tara's childhood friend.,A social worker opposing child marriages.,Tara's maternal aunt from a neighboring village.,Tara's older sister.,Tara's estranged father.,https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_05,What personal experience does Krishna share with Tara that influences her actions?,1,Krishna has successfully annulled her own child marriage.,Krishna is pregnant herself from her own marriage as a child bride.,Krishna has built a successful career after resisting her marriage.,Krishna regrets eloping and marrying her teenage sweetheart.,Krishna has escaped an abusive marriage.,https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_06,What is the primary reason Krishna returns to the village?,3,To begin a new life after fleeing the city.,To attend the annual village festival.,To visit her ailing grandmother in the village.,To reconcile with Tara and challenge her arranged marriage.,To escape the consequences of her own failing marriage.,https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_07,What is the ultimate goal of Krishna for her sister Tara in the movie?,0,To free Tara from the fate of marrying a much older man.,To ensure Tara inherits the family property.,To help Tara accept her circumstances and find happiness.,To persuade Tara to pursue higher education.,To inspire Tara to leave the village with her.,https://www.youtube.com/watch?v=AbjwnvoI0To
AbjwnvoI0To,MOONLIGHT DREAMS,A pregnant teen returns to her village to challenge her sister's marriage.,"
Bright, energetic and feisty, Tara is a young girl living in a village in rural West Bengal in India. But with no money, an absent father and a mother too overwhelmed by poverty, Tara is also set to marry a much older man soon, despite her age.

On the eve of her wedding, Tara's 17-year-old sister Krishna arrives in the village, pregnant herself from her own marriage as a child bride. As the pair reunite and reconnect, reconciling old differences and memories, Krishna challenges Tara's marriage, as she seeks to free her sister from the fate she has suffered herself.
",AbjwnvoI0To_08,What is the ultimate goal of Krishna for her sister Tara in the movie?,4,To inspire Tara to leave the village with her.,To help Tara accept her circumstances and find happiness.,To persuade Tara to pursue higher education.,To ensure Tara inherits the family property.,To free Tara from the fate of marrying a much older man.,https://www.youtube.com/watch?v=AbjwnvoI0To
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_01,What decade does the movie take place in?,0,1950s,1940s,1970s,1930s,1960s,https://www.youtube.com/watch?v=tl7m-hobPyU
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_02,In what city is the movie set?,4,Cork,Belfast,Edinburgh,London,Dublin,https://www.youtube.com/watch?v=tl7m-hobPyU
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_03,Where has Gordon grown up?,3,In a boarding school for boys,In a foster home,In a convent,In a hostel for unmarried mothers,In a Catholic orphanage,https://www.youtube.com/watch?v=tl7m-hobPyU
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_04,Who cares for Gordon and works hard to give him the best childhood possible?,1,His older sister,His mother,His aunt,His grandmother,A kind-hearted nun,https://www.youtube.com/watch?v=tl7m-hobPyU
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_05,Who is Bill in relation to Gordon and Cathleen?,2,A local teacher who mentors Gordon,A philanthropist who supports the hostel,A wealthy man who takes an interest in Gordon,A spy that investigates on Cathleen,Cathleen's long-lost brother,https://www.youtube.com/watch?v=tl7m-hobPyU
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_06,How does Gordon react to meeting Bill?,3,With suspicion,With fear,With curiosity,With great enthusiasm,With indifference,https://www.youtube.com/watch?v=tl7m-hobPyU
tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"
Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.

His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.
",tl7m-hobPyU_07,How does Gordon react to meeting Bill?,0,With great enthusiasm,With indifference,With suspicion,With curiosity,With fear,https://www.youtube.com/watch?v=tl7m-hobPyU
KLc3_MlCzIM,HOLDING,A man calls a suicide hotline and gets put on hold. He finds his neighbor is on hold too.,"
Depressed and at his lowest peak, Nick calls a suicide hotline to get help, only to get put on hold due to high caller volume.

Standing out on his balcony, he discovers his next-door neighbor -- a woman named Cassy -- has also been put on hold as well. Together they decide to hang out while waiting to talk to someone, but when Cassy discovers that Nick's ex Chelsea has been cheating on him, she convinces him to egg Chelsea's house.

The egging brings out Chelsea's current boyfriend, Brendan, who seems ready for a fight. But when another unexpected secret comes out, it upends the situation -- and helps Nick and Cassy gain some relief from their emotional crisis.
",KLc3_MlCzIM_01,Why does Nick call the suicide hotline at the beginning of the movie?,3,Nick calls to talk about a friend he's worried about.,Nick calls out of curiosity about the service.,Nick misdials while trying to order pizza.,Nick is depressed and at his lowest peak.,Nick calls to volunteer at the suicide hotline.,https://www.youtube.com/watch?v=KLc3_MlCzIM
